Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04612:Antigen processing and presentation	5	9.615384615384617	8.506786739323884E-5	NM_001912, BC009956, AF352832, NM_002116, NM_006597, U35431, AB209058, NM_033554, AK292709, AK055599, NM_145918, NM_153201, M27487, BC003069, AK301019	23	76	6910	19.76544622425629	0.00509128440436879	0.00509128440436879	0.08521943050646685
KEGG_PATHWAY	hsa04145:Phagosome	6	11.538461538461538	9.680967358107823E-5	NM_001912, DQ400107, BC009956, NM_002116, NM_001172633, NM_001172632, U35431, AB209058, NM_033554, NM_002543, AK292709, AK055599, NM_145918, NM_006082, AB010710, M27487, BC003069, AK301019	23	153	6910	11.781756180733163	0.005792022780435557	0.0029002170195980836	0.09697702059004998
KEGG_PATHWAY	hsa05166:HTLV-I infection	6	11.538461538461538	0.001052598017090487	NM_003407, NM_001135694, BC009956, NM_002116, BC042954, U35431, AB209058, BC056870, NM_005239, NM_033554, NM_005662, AK292709, M92843, M27487, BC003069, AK301019	23	256	6910	7.041440217391305	0.06123410433311538	0.020842771035610386	1.0498835086351854
KEGG_PATHWAY	hsa05332:Graft-versus-host disease	3	5.769230769230769	0.0048130984235985955	NM_033554, AK292709, BC009956, NM_002116, U35431, M27487, BC003069, AB209058, AK301019	23	33	6910	27.31225296442688	0.25134957071520436	0.06981406270802848	4.720136842449052
KEGG_PATHWAY	hsa05330:Allograft rejection	3	5.769230769230769	0.006024537547417744	NM_033554, AK292709, BC009956, NM_002116, U35431, M27487, BC003069, AB209058, AK301019	23	37	6910	24.35957696827262	0.3041112667854442	0.06994643665593026	5.876127409094689
KEGG_PATHWAY	hsa04940:Type I diabetes mellitus	3	5.769230769230769	0.007713981890055554	NM_033554, AK292709, BC009956, NM_002116, U35431, M27487, BC003069, AB209058, AK301019	23	42	6910	21.459627329192546	0.37163452349448833	0.07451641683967203	7.467164788783975
KEGG_PATHWAY	hsa05320:Autoimmune thyroid disease	3	5.769230769230769	0.011654129394903519	NM_033554, AK292709, BC009956, NM_002116, U35431, M27487, BC003069, AB209058, AK301019	23	52	6910	17.33277591973244	0.5050775829552563	0.09559605834386609	11.08413834085351
KEGG_PATHWAY	hsa05416:Viral myocarditis	3	5.769230769230769	0.013893258323202574	NM_033554, AK292709, BC009956, NM_002116, U35431, M27487, BC003069, AB209058, AK301019	23	57	6910	15.812356979405033	0.5680478140832783	0.09961249499093983	13.082412608379512
KEGG_PATHWAY	hsa04142:Lysosome	3	5.769230769230769	0.05593306295211116	NM_001912, AK055599, NM_145918, NM_001042465, NM_001042466, NM_002778, M60257, NM_024312, AY687932	23	121	6910	7.448796263025511	0.9683650402163752	0.3186787716348243	43.83233035896631
KEGG_PATHWAY	hsa04514:Cell adhesion molecules (CAMs)	3	5.769230769230769	0.07411755728803089	NM_033554, AK292709, BC009956, NM_002116, U35431, M27487, BC003069, AB209058, AK301019	23	142	6910	6.347213717085119	0.9901519345745623	0.3700079159400276	53.77956385432003
