Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	9	10.714285714285714	7.848630064006728E-8	BC033756, AY766447, NM_001001437, BC007783, BC008678, AY766452, NM_020529, NM_001001435, AY766446, D00044, X52149, BC002601, NM_003264, NM_000576, NM_207007, NM_021006, NM_002983, NM_002984	39	106	6910	15.043541364296082	7.691628187811439E-6	7.691628187811439E-6	8.678311081977697E-5
KEGG_PATHWAY	hsa05132:Salmonella infection	8	9.523809523809524	2.6088723521566203E-7	AY766447, NM_001001437, BC071857, BC007783, NM_005717, BC008678, AY766452, AY766446, NM_001001435, D00044, X52149, NM_000576, NM_207007, NM_021006, NM_002983, NM_002984	39	83	6910	17.07754093296262	2.5566625558748335E-5	1.278339448695931E-5	2.8846543773664024E-4
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	9	10.714285714285714	2.7487741266460407E-5	AY766447, NM_001001437, BC007783, BC039031, BC008678, NM_004633, AY766452, NM_001001435, AY766446, D00044, X52149, NM_000576, NM_022148, NM_001012288, NM_207007, AF142570, NM_021006, NM_002983, NM_002984	39	230	6910	6.933110367892977	0.0026902105486001915	8.975421905025316E-4	0.03038928979990363
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	8	9.523809523809524	5.691592925481949E-5	AY766447, NM_001001437, NM_002990, BC007783, AY766452, NM_020529, AY766446, NM_001001435, D00044, X52149, BC002601, U83171, NM_207007, NM_021006, NM_002983, NM_002984	39	186	6910	7.620623104494072	0.005562392094239255	0.0013935081158013007	0.06291454535963803
KEGG_PATHWAY	hsa04064:NF-kappa B signaling pathway	6	7.142857142857142	1.019853551767568E-4	BC002601, AY766447, AY151286, NM_000576, BC008678, NM_207007, AY766452, NM_000963, NM_020529, NM_001001435, AY766446, NM_002984	39	87	6910	12.219274977895669	0.009945289740051155	0.0019970181987374325	0.11270848870705841
KEGG_PATHWAY	hsa05142:Chagas disease (American trypanosomiasis)	6	7.142857142857142	2.371723742611388E-4	BC033756, X52149, D00044, BC002601, NM_001001437, NM_003264, NM_000576, BC007783, BC008678, NM_021006, NM_020529, NM_002983	39	104	6910	10.221893491124261	0.022977550685647108	0.0038667795796843984	0.2619315025060964
KEGG_PATHWAY	hsa04623:Cytosolic DNA-sensing pathway	5	5.952380952380952	3.9009031667611654E-4	BC002601, AY766447, NM_000576, BC008678, NM_207007, AY766452, NM_020529, NM_001001435, AY766446, NM_002984	39	64	6910	13.842147435897434	0.037514530277380165	0.005447438506005486	0.43048195883044205
KEGG_PATHWAY	hsa05140:Leishmaniasis	5	5.952380952380952	5.803351198043418E-4	BC033756, BC002601, NM_023009, AY151286, BC007904, NM_003264, NM_000576, BC008678, NM_000963, NM_020529	39	71	6910	12.47742867461177	0.05530140625574298	0.007085944313952486	0.6398134594653659
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	5	5.952380952380952	0.0013027532310717397	BC033756, X52149, D00044, NM_001001437, NM_003264, NM_000576, BC007783, BC008678, NM_021006, NM_002983	39	88	6910	10.067016317016316	0.11992931429799725	0.01409451240662285	1.4310687908751452
KEGG_PATHWAY	hsa05166:HTLV-I infection	6	7.142857142857142	0.012392412429238863	NM_003407, BC033293, BC021708, BC039031, NM_004633, NM_002117, NM_020529, BC042954, NM_002127, M32800, M90686, AF196178, M90683, BC002601, NM_005239, M90685, M90684, AY359818, AK302054, AK093478, M92843, AF226990	39	256	6910	4.152644230769231	0.7053727240532063	0.11503255440234972	12.87970706536271
KEGG_PATHWAY	hsa05332:Graft-versus-host disease	3	3.571428571428571	0.01396704246583072	BC033293, BC021708, BC008678, NM_002117, NM_002127, M32800, M90686, AF196178, M90683, M90685, M90684, NM_000576, AY359818, AK302054, AK093478, AF226990	39	33	6910	16.107226107226108	0.7480233730104027	0.11777734652857219	14.403324144448481
KEGG_PATHWAY	hsa05168:Herpes simplex infection	5	5.952380952380952	0.017412740947005977	BC033756, BC033293, BC021708, BC008678, NM_002117, NM_020529, NM_002127, M32800, M90686, AF196178, M90683, BC002601, M90685, M90684, NM_003264, NM_000576, AY359818, AK302054, AK093478, AF226990	39	183	6910	4.840969595067955	0.8211987343871093	0.13364168282626732	17.65319594776994
KEGG_PATHWAY	hsa05146:Amoebiasis	4	4.761904761904762	0.02006307633751452	BC033756, NM_004155, NM_003264, NM_000576, BC039031, BC008678, NM_004633, BC002538	39	106	6910	6.686018384131591	0.862780459981075	0.14168365784639803	20.076095796165617
KEGG_PATHWAY	hsa04940:Type I diabetes mellitus	3	3.571428571428571	0.02208160974785234	BC033293, BC021708, BC008678, NM_002117, NM_002127, M32800, M90686, AF196178, M90683, M90685, M90684, NM_000576, AY359818, AK302054, AK093478, AF226990	39	42	6910	12.655677655677657	0.8878869657163334	0.14470035191987884	21.877711886858297
KEGG_PATHWAY	hsa05134:Legionellosis	3	3.571428571428571	0.03522163947216187	BC033756, BC002601, NM_003264, NM_000576, BC008678, NM_020529	39	54	6910	9.843304843304843	0.9702216737998242	0.2088478386569912	32.73118269508687
KEGG_PATHWAY	hsa05416:Viral myocarditis	3	3.571428571428571	0.038882159972866835	BC033293, BC021708, NM_002117, NM_001114752, NM_002127, M32800, M90686, AF196178, M90683, M90685, M30142, NM_000574, M90684, AY359818, AK302054, AK093478, AF226990	39	57	6910	9.32523616734143	0.979483154791986	0.2156553991487855	35.500040151322764
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	3	3.571428571428571	0.07907974194634919	M30142, NM_000574, NM_000576, BC039031, BC008678, NM_004633, NM_001114752	39	85	6910	6.253393665158371	0.9996882843558005	0.378057112212989	59.783978247598505
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	4	4.761904761904762	0.0856324173432893	BC033293, BC021708, NM_002117, NM_020529, NM_002127, M32800, M90686, AF196178, M90683, BC002601, M90685, M90684, NM_002823, AY359818, AK302054, AK093478, AF226990	39	190	6910	3.7300944669365723	0.999845175242656	0.3857792738424327	62.83717337999602
